"tweet","senti"
"Self driving cars powered by @Uber.  This google investment is awesome.",4
"@rashmid congratulations!! tht makes a lot of us very very happy. ",4
"Fighting with LaTex. Again...",0
"Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN",2
"Found a safeway. Picking up a few staples.",2
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",0
"#Google Self-Driving Car on City Streets http://t.co/6f8qfwZbqg -- I cannot wait until this technology is available to consumers.",4
"@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. ",4
"dropped her broccoli walking home from safeway! ;( so depressed",2
"@QuantTrader i own a GM car and it is junk as far as quality compared to a honda",0
"Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry",0
"Only in Mountain View would you see a Prius with a large roof rack &amp; think, ""Look, a self-driving car!""",2
" - nice segment on the Google car.  Interesting how ideas like this could disrupt the Insurance Industry.     /571XAf3w5R",2
" hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys",2
"New nike muppet commercials are pretty cute. Why do we live together again?",4
":-/ : Google forced to add steering wheels to driverless car designs:  /m1PYOJ1V5S",2
"@ryanchris I drive hundreds of miles a week. Bring on the driverless car. Canâ€™t wait to stop driving.",4
"I just saw the google car!!! eekkk my life is complete!!!",4
"@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?",0
"Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF",2
"I would like to go for a drive with these guys. Driverless cars will be the safest cars ever #cas13 http://t.co/q24oKdlp",4
"sad day...bankrupt GM",0
"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",0
"@johncmayer is Bobby Flay joining you?",2
"Google's vision, delivering packages with driverless cars / humanoid robots can happen. Amazon drone BS? No. LOL /t6Nlr70rKq",2
"Comcast sucks.",0
"http://t.co/lsyL4Qfccw  Half of Americans want to live in a smart city with driverless cars",4
"@McALiMeal  You are never going to be a &quot;fucked up little kid&quot;. If anyone dared say that to you i'd fucking punch them D: you're amazing.",0
"i am working on my media room design and i love love love my client profile ",4
"Wow everyone at the Google I/O conference got free G2's with a month of unlimited service",4
"back from dentist  mouth is numb and it's all shitty.... fucking fillings ",0
"@sportsguy33 Time Warner = epic fail",0
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",4
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",0
"I look at Googleâ€™s driverless cars and I think, the perfect terrorist bombing weapon.",0
"I just wrote and entire story, and it didn't save.   Motherfucker.  ",0
"im goin to kill alicia if she gave me her fucking sickness . ughhh wtf  ",0
"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",2
"@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own ",4
"@xambix wow, welcome home eh  that's well shit, especially just coming back off holiday!!! Some fucking people!",0
"First ride in a Google self-driving car. Amaaaazing @ComputerHistory",4
"@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...",4
"The Google car must be stopped.",0
"Heading to San Francisco",2
"@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! ",4
"Driverless cars seem way overhyped given the infrastructure challenges, pilotless planes seem much more doable and needed.",0
"How to Track Iran with Social Media: http://bit.ly/2BoqU",2
": Click on the link (or the picture) to see the #Coachella2015 Lineup  /swzBfN…",2
"shud be sleeping but cant! im guna be so fucked and grumpy for this 6am flight!  but hey... im going on holiday so good times!",0
"While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! ",0
"fuck a birthday ",0
"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!",0
"Google's self-driving car still has many flaws http://t.co/qgqe2JoYMD via @sharethis @google #Autonomous  #Robots",0
"Can't wait for driverless cars to come out! This is the first time I'm excited about motor vehicles, in my entire life.",4
"I am happy for Philip being at GoogleIO today",4
"@Vonster good point, 2 draw  2 don't  nice quote though. I like that.",4
"When the first mass-produced self-driving car hits the market you can bet your ass I'm buying one.",4
"Finally out of work. My back is a fucking wreck. ",0
"MT Exactly! â€œ@OssyFont: #ScareTactic 1st child hit by driverless car? How about fewer children hit by drivers today? #RiseOfTheMachinesâ€",0
": With an actual #DeflateGate science debate swirling, the NFL is hiring the Columbia University physics department:
http://t…",2
"Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.",0
"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4
"@barrier_trio i like to piss ppl off by comparing things like Google Car to robber barons throwing silver dollars from their office windows",0
"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",0
"How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ",2
"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4
"I told  that I think I was getting sick and he goes ""I'll give you some of that Claritin D!"" #eww",2
"The Nike Training Club (beta) iPhone app looks very interesting.",4
"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",0
"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",0
"JUST SAW A GOOGLE CAR FUCK YES  I LOVE THEM &lt;3 ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ’•ðŸ’•ðŸ’•ðŸ’žðŸ’žðŸ’ž",4
"Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)",4
" #AAPL was a fantastic investment...but what will be its future?  How will AAPL beat AAPL?",2
"argghhhh why won't  my jquery appear in safari bad safari !!!",0
"'s CEO battles to appease passengers and Wall Street - Waterbury Republican American /IMVMpnQXAI",2
"About to watch Night at the Museum with Ryan and Stacy",2
"Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK",4
"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",0
"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n",4
"time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.",0
"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result ",4
"Tomorrow is my friday!  +it's a late day for me. Thank goodness. ",4
"@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight",0
"Malcolm Gladwell might be my new man crush",4
"eating cake",2
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",0
"@hassox no, but that sounds like a good idea, steve. ",4
"Conflict in auto tech race? Google, Detroit diverge on road map for self-driving cars: /v020sXRGps",2
"so the clown suits were a waste of money... but a good night anyway  except im fucking broke ",0
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",0
"Going to see star trek soon with my dad.",2
"Did not realize there is a gym above Safeway!",2
"Safari 4 is fast :) Even on my shitty AT&amp;T tethering.",0
"@dannygokey I love you DANNY GOKEY!! :)",4
"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS",4
"Off to the bank to get my new visa platinum card",2
"@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)",0
"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",2
"Man im too fucked to be in work ",0
"@drgitlin yes, I just meant in the sense that people on it aren't driving. We don't need f'n driverless passenger cars.",0
"RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1",2
"@beycah Good for you Becca, have a good sleep. ",4
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",2
"""Driver-less cars could be potentially lethal"" - news ticker.   Yeah I mean I would think so too...",0
"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",2
"Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ",0
"â€œ: A self-driving car? Here's one you can (not) drive today: /SIHOcdE5mE ",2
"Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon",0
"aww i fucken &lt;3 chuck liddell, tht shit was gay he was crying ",0
"CAR WARS - Action/Sci-Fi - Drew Goddard - 'In the future driverless cars become sentient and turn on the human race'.  #blackoutlist2013",0
"Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.",0
"yahoo answers can be a butt sometimes",0
"@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!",0
"@united sweet, follow back and I'll get the dm off",4
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",0
"Good. I still won't even do self check-out RT @techreview Driverless Cars Are Further Away Than You Think http://t.co/3bIsL2mK7s",0
"I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis",4
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",4
"Any twitter to aprs apps yet?",2
"@chictopia Let me know what you think- I have a long list of other great designers ",4
"@jdreiss oh yes but if GM dies it will only be worth more boo hahaha",0
"Whatever happens, please DO NOT alter football valves to include those little electronic sensors like I have in my car tires! #DeflateGate",2
"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",0
"No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol",0
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",0
"A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. ",4
"luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?",0
"RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR",4
"torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.",0
"I just saw the spanish short film Aftermath. That's some fucked up 30 minutes!!... now I've lost my appetite ",0
"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",0
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4
" snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night",2
": Be honest--only real surprise about #DeflateGate is that ARod isn't somehow involved.",2
"?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg",0
"@ohonefourthree this is me word for word. my stomach is all fucked up. sucks ",0
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",0
"@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV",4
"omg. The commercials alone on ESPN are going to drive me nuts.",0
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",2
"Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme",2
"You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j",0
"I want a driverless car so bad.",4
"@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!",4
"8:28 AM - The driverless cars take us to the wrong spot. @DustyEyesSEM says, ""Damn Robots."" I agree. We board a bus. #DelucchiDoesGoogle",0
"how the fuck is watching a video on a driverless car going to make me a better driver?",0
"@nick_carter you are my IDOL, i love you!  you should reply to me.. &lt;3",4
" like continental's chicken feat fairs",2
"@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.",4
"[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP",4
"my dentist was wrong... WRONG",0
"#WFTB Joining a bit late. My connection was down (boo time warner)",0
"Gratitude is a great multiplier. Giving thanks and appreciating all we have opens doors for us to have more. ",4
"@evelynbyrne have you tried Nike  ? V. addictive.",4
"@deepbluesealove I was never an early morning person so I really didnt have anything to get over ",4
"Kobe is the best in the world not lebron .",0
"@united Great, thank you!",4
"i hate the dentist....who invented them anyways?",0
"@yayfuckbuddies haha I would but you won't ",0
"Boo! The kitchen fucked up my dinner order, they didn't give me french fries I think. Unless I didn't see them or someone took em  fail!",0
"Oh yay...I can't wait to get rear ended by one of Google's driverless cars.....who will I sue???? http://t.co/glUJ68aD0J",0
"BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a",2
"It's got to be nice to be Ted Wells. There's steady work when you're the #NFL's go to guy for investigations.

#DeflateGate",2
"Should nott be up this early  fuckk me",0
"Naive Bayes using EM for Text Classification. Really Frustrating...",0
"Going to the dentist later.:|",0
"@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....",2
"SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!",4
"@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?",2
"â€œ:   I thought it was a self-driving car?!?!â€&lt; must be a manual override by a ""Type A""",2
"goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come",4
"I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul",2
"Watching a programme about the life of Hitler, its only enhancing my geekiness of history.",2
"Blink by malcolm gladwell amazing book and The tipping point!",4
"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",0
"@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭",0
"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",4
"@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(",0
"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",4
"obviously not siding with Cheney here: http://bit.ly/19j2d",0
"I'm moving to East Palo Alto!",4
"had a really good day    off to do some shoppping",4
"New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS",2
"@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? ",4
"Driverless cars!?!?!?!?, I don't think so!! What about all of the rest of crazed &amp; drunk drivers on the road in our society today !??ðŸ™âœŒï¸ðŸŒŽðŸ’«ðŸ‡ºðŸ‡¸",0
"Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL",0
"GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave",4
"Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG",2
"saw night at the museum out of sheer desperation. who is funding these movies?",0
"Warren Buffet on the economy http://ping.fm/Lau0p",2
"reading on my new Kindle2!",4
"Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter",0
"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",0
"@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!",4
"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",4
"#Durham Driverless car causes crash in NC, two people injured - http://t.co/Oz48xG2bX4 http://t.co/sgdLDH1PJF #dur @DurhamNC_",0
"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",4
"I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb",2
"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",2
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",4
"fuck, school tommorow ",0
"Want it!! ""@ForbesLife:  self-driving Rinspeed XchangE could redefine life behind the wheel. http://t.co/v6z6JpZX0B http://t.co/BYCRJL6B5H""",4
"The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!",4
"Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt",4
":   Obama works as Patriots ball boy. Nothing he loves more than deflating a Patriots balls. #De…",2
"@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?",2
" and I just saw the google car!  /vkougcNg",2
"my exam went good. @HelloLeonie: your prayers worked (:",4
"â€œ@edasneak: Who the hell would want a driverless car. I love to driveâ€ ðŸ™‹ðŸ™‹ I would.",0
"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",2
"@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p",4
"jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/",2
"fuck. Lidelle is my favorite ",0
"@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!",4
"Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)",0
"Lakers played great!  Cannot wait for Thursday night Lakers vs. ???",4
"@google is making driverless cars which is awesome http://t.co/t2hW30KzcX",4
"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",4
"jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631",2
"@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync",0
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",0
"San Francisco today.  Any suggestions?",2
"All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA",2
"I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO",0
"NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner",0
"Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!",0
"Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot",0
"And so a down day on the market...happy my stocks held up ",4
"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!",4
" Just left #LaGuardia now...#Sunshine in a little over 2 hours",2
"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",4
"KOBE IS GOOD BT LEBRON HAS MY VOTE",4
"Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796",2
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",2
"@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv",2
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",2
"@Rebecca1158 goodnight. ",4
"It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?",0
"with the boyfriend, eating a quesadilla",2
"Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...",0
"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4
"Why the hell is Pelosi in freakin China? and on whose dime?",0
"Shit's hitting the fan in Iran...craziness indeed #iranelection",0
"So fucking sick. No worries, chug on m'son! You have things to do and places to be... ",0
"I'm hungry and I want IHOP now!  Bullfuck!",0
"And then there was the time  discovered the potential value of self-driving cars: /CReH1CGZYV",2
"Wet hair + No Hair Dryer =  ... Dry fucker, DRY!!!",0
"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.",4
"'Next time, I'll call myself Nike'",2
"@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF",4
" unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles",2
"Just saw the new Night at the Museum movie...it was...okay...lol 7\10",2
"@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!",4
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",0
"Algebra homework. On a Saturday, whatta great fucking day. Someone entertain me. PLEASE. ",0
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4
"@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ",4
"The day I never have to deal with Comcast again will rank as one of the best days of my life.",0
"wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects",0
"Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.",4
"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",4
"@boomboxhearts  i'm having dinner with (older) friends in like 3 hours.  fuck i'm so sorry to be shit. can't believe i've missed you ",0
